CNTER_CTPRVN_CD,CNTER_CTPRVN_NM,CNTER_SIGNGU_CD,CNTER_SIGNGU_NM,MESURE_YEAR,MESURE_NCNT,MBER_CO,YUTH_MBER_CO,YNGBGS_MBER_CO,ADULT_MBER_CO,SNCTZ_MBER_CO,MNGER_INPT_CAS_CO,NBDY_INPT_CAS_CO,GNRL_MESURE_CO,BSTRP_MESURE_CO,MALE_MBER_CO,FEMALE_MBER_CO,GOLDPRZ_CO,SLVRPRZ_CO,BRNZPRZ_CO,PRTCPTPRZ_CO,N10S_BELO_MESURE_AGE_CO,N10S_MESURE_AGE_CO,N20S_MESURE_AGE_CO,N30S_MESURE_AGE_CO,N40S_MESURE_AGE_CO,N50S_MESURE_AGE_CO,N60S_MESURE_AGE_CO,N70S_BELO_MESURE_AGE_CO
11,서울,11740,강동구,2021,50,46,0,0,20,30,50,0,50,0,20,30,1,10,18,21,0,0,4,1,1,3,19,22
11,서울,11350,노원구,2018,6174,5620,0,1722,2746,1706,4612,1562,2268,3906,2115,4059,183,759,1320,3912,0,1815,864,356,433,546,935,1225
11,서울,11710,송파구,2021,7644,6652,305,2412,4274,653,5062,1,3219,4425,5097,2547,546,1303,1670,4125,0,3074,1901,888,440,322,644,375
11,서울,11650,서초구,2020,584,546,0,17,519,48,442,142,304,280,438,146,25,79,156,324,0,120,353,14,5,22,41,29
11,서울,11305,강북구,2021,1993,1456,678,178,924,213,859,0,1147,846,1203,785,123,315,380,1175,0,968,384,70,110,80,281,95
11,서울,11140,중구,2021,1223,1144,0,291,687,245,486,0,808,415,939,284,74,190,283,676,0,398,272,74,32,81,233,133
11,서울,11410,서대문구,2020,187,170,0,11,161,15,0,0,187,0,123,64,11,23,45,108,0,33,80,22,12,13,16,11
11,서울,11650,서초구,2014,5771,94,0,89,4445,1237,2031,0,3777,1994,2225,3546,310,717,1264,3480,0,777,1986,617,371,477,782,761
11,서울,11440,마포구,2020,513,490,0,16,353,144,513,0,489,24,375,138,54,129,127,203,0,61,117,22,12,66,151,84
11,서울,11710,송파구,2016,11079,7744,0,1244,8038,1797,8670,2409,2834,8245,6119,4960,343,1190,2197,7349,0,1541,2528,1249,1283,1688,1806,984
11,서울,11650,서초구,2013,4942,72,0,0,3377,1565,1831,0,4942,0,1444,3498,163,523,1018,3238,0,401,906,553,401,672,1136,873
11,서울,11650,서초구,2015,5074,346,0,553,3214,1307,2733,1146,3084,1990,1999,3075,316,630,1015,3113,0,1051,1305,388,325,369,816,820
11,서울,11710,송파구,2020,5279,5117,4,247,4390,638,4887,207,1455,3824,4022,1257,243,757,1318,2961,0,778,1667,917,578,487,482,370
11,서울,11710,송파구,2010,2,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
11,서울,11440,마포구,2019,8891,7980,0,4187,3119,1585,8874,17,2760,6131,5987,2904,446,1228,1933,5284,0,4286,1219,609,371,392,877,1137
11,서울,11200,성동구,2015,6144,882,0,1110,3415,1619,2915,1158,3625,2519,2243,3901,249,662,1224,4009,0,1308,1449,470,477,530,813,1097
11,서울,11410,서대문구,2023,795,724,1,10,581,203,388,0,727,68,479,316,47,138,213,397,0,34,255,37,26,84,274,85
11,서울,11200,성동구,2017,6114,4347,0,2265,2008,1841,5854,260,2595,3519,2482,3632,572,989,1339,3214,0,2369,865,279,246,282,715,1358
11,서울,11545,금천구,2017,7149,5176,0,1286,3425,2438,7149,0,3537,3612,2496,4653,438,1027,1446,4238,0,1327,675,777,507,743,1497,1623
11,서울,11200,성동구,2014,5587,177,0,629,3406,1552,1554,0,3786,1801,1972,3615,240,644,1107,3596,0,869,1427,368,445,641,812,1025
11,서울,11350,노원구,2020,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11,서울,11710,송파구,2015,5686,344,0,469,4309,908,2944,1865,3918,1768,2655,3031,118,500,1069,3999,0,696,1632,788,497,774,786,513
11,서울,11590,동작구,2018,7701,6680,0,4963,1377,1361,7701,0,1185,6516,3621,4080,494,1184,1798,4225,0,4986,302,184,184,312,806,927
11,서울,11590,동작구,2017,4730,3574,0,501,2170,2059,4533,197,1801,2929,1556,3174,267,693,1083,2687,0,543,449,296,317,540,1235,1350
11,서울,11545,금천구,2019,7242,5666,0,1145,3761,2336,7242,0,2732,4510,3594,3648,629,1222,1737,3654,0,1205,1019,751,515,827,1429,1496
11,서울,11650,서초구,2019,6665,5194,0,2416,3317,932,5104,1561,2574,4091,3283,3382,496,998,1603,3568,0,2741,1944,328,238,271,493,650
11,서울,11710,송파구,2014,1476,96,0,47,1124,305,1178,0,1453,23,590,886,24,126,328,998,0,83,265,207,182,262,334,143
11,서울,11440,마포구,2022,2265,1988,4,347,1364,550,2264,0,1844,421,1553,712,237,437,524,1067,0,446,491,177,96,190,580,285
11,서울,11350,노원구,2019,5237,4320,0,1593,2013,1631,4297,940,1587,3650,1821,3416,165,639,1222,3211,0,1665,689,246,212,419,843,1163
11,서울,11200,성동구,2013,4148,122,0,0,2697,1451,2594,0,4148,0,1434,2714,171,469,921,2587,0,27,776,345,454,673,1019,854
11,서울,11200,성동구,2020,558,544,0,19,355,184,558,0,500,58,372,186,88,149,122,199,0,41,166,40,20,30,167,94
11,서울,11440,마포구,2016,1211,834,0,159,688,364,937,274,930,281,483,728,39,106,212,854,0,186,232,124,95,105,260,209
11,서울,11200,성동구,2016,6100,3813,0,2089,2312,1699,3639,2461,3126,2974,2476,3624,459,939,1253,3449,0,2190,969,269,363,359,797,1153
11,서울,11650,서초구,2023,599,581,0,13,429,157,599,0,512,87,327,272,55,110,154,280,0,47,242,29,21,36,131,93
11,서울,11710,송파구,2019,14692,11430,0,5534,6923,2235,13381,1311,2996,11696,8107,6585,720,1910,3229,8833,0,5866,2655,1216,876,934,1710,1435
11,서울,11545,금천구,2015,5392,750,0,81,3109,2202,3050,1841,3749,1643,1774,3618,167,567,1060,3598,0,166,727,541,484,680,1382,1412
11,서울,11590,동작구,2019,7828,7193,0,4223,1736,1869,7828,0,1312,6516,4702,3126,348,1054,1896,4530,0,4251,399,263,193,387,1006,1329
11,서울,11200,성동구,2018,6730,6055,0,2387,2294,2049,6729,1,2944,3786,3168,3562,587,1102,1558,3483,0,2558,817,293,223,417,913,1509
11,서울,11350,노원구,2016,3410,2277,0,563,1847,1000,2367,1043,1439,1971,1503,1907,55,246,605,2504,0,632,457,320,322,420,519,740
11,서울,11650,서초구,2017,5725,3281,0,2346,2217,1162,4216,1509,2334,3391,2715,3010,371,749,1214,3391,0,2642,839,252,239,268,765,720
11,서울,11305,강북구,2022,2593,2316,583,104,1369,537,1076,0,1544,1049,1478,1115,148,362,566,1517,0,768,364,196,167,233,585,280
11,서울,11650,서초구,2018,7103,3718,0,3811,2432,860,5608,1495,1901,5202,3875,3228,463,945,1505,4190,0,4122,1281,210,202,210,544,534
11,서울,11440,마포구,2018,8972,7878,0,4082,3182,1708,8284,688,2812,6160,4682,4290,527,1482,2205,4758,0,4199,1003,557,429,515,1081,1188
11,서울,11440,마포구,2017,7270,5397,0,2108,3404,1758,5505,1765,3324,3946,2655,4615,346,982,1587,4355,0,2173,818,616,668,653,1120,1222
11,서울,11650,서초구,2016,5290,2699,0,1107,2964,1219,3722,1568,2737,2553,2393,2897,255,680,1033,3322,0,1581,1196,344,290,368,775,736
11,서울,11710,송파구,2017,18305,13848,0,4183,11685,2437,15789,2516,3287,15018,9169,9136,1032,2386,4025,10862,0,4556,2831,2152,2369,2523,2532,1342
11,서울,11350,노원구,2017,5798,4321,0,2018,2628,1152,4486,1312,1876,3922,1374,4424,167,615,1153,3863,0,2136,717,459,417,591,639,839
11,서울,11545,금천구,2016,6619,4366,0,780,3762,2077,6076,543,3369,3250,2411,4208,296,724,1385,4214,0,906,917,732,609,822,1158,1475
11,서울,11140,중구,2022,3000,2857,266,1188,1217,329,1695,0,1352,1648,1142,1858,134,350,637,1879,0,1574,506,136,82,158,407,137
11,서울,11740,강동구,2022,1694,1381,0,80,1201,413,1655,0,1694,0,1094,600,146,333,441,774,0,146,444,142,93,182,468,219
11,서울,11710,송파구,2022,10274,8492,1767,2069,5245,1193,8420,0,4345,5929,6074,4200,842,1738,2151,5492,0,4165,2068,1169,528,545,1131,668
11,서울,11200,성동구,2022,3257,3089,1445,531,920,361,3257,0,1135,2122,1722,1535,161,440,875,1781,0,2053,356,87,57,169,336,199
11,서울,11410,서대문구,2022,2752,2373,546,101,1608,497,1457,0,2001,751,1654,1098,171,428,677,1476,0,767,463,174,178,273,677,220
11,서울,11590,동작구,2020,501,482,0,17,210,274,501,0,455,46,356,145,30,97,149,225,0,47,90,15,6,23,151,169
11,서울,11650,서초구,2022,3907,3303,200,1762,1513,432,3907,0,1405,2502,2094,1813,252,537,757,2361,0,2136,813,128,96,168,315,251
11,서울,11650,서초구,2021,3460,3280,0,1929,1249,282,3460,0,1405,2055,2175,1285,234,487,722,2017,0,2139,641,105,69,130,203,173
11,서울,11590,동작구,2022,3748,3200,5,761,2373,609,3748,0,2866,882,2755,993,394,758,921,1675,0,973,968,286,178,369,660,314
11,서울,11200,성동구,2019,7121,6552,0,2665,2545,1911,7121,0,2695,4426,3697,3424,622,1152,1796,3551,0,2797,1325,257,203,308,822,1409
11,서울,11440,마포구,2021,1604,1407,0,78,1239,287,1604,0,1604,0,1054,550,172,383,439,610,0,212,588,107,68,135,352,142
11,서울,11305,강북구,2023,482,442,0,6,342,134,0,0,482,0,337,145,17,75,125,265,0,15,123,19,18,52,203,52
11,서울,11710,송파구,2011,82,1,0,0,82,0,0,0,82,0,48,34,7,16,30,29,0,1,28,26,20,6,1,0
11,서울,11440,마포구,2023,658,605,0,14,357,287,658,0,621,37,405,253,104,179,155,220,0,18,83,26,23,74,276,158
11,서울,11590,동작구,2023,1017,929,0,23,742,252,1017,0,933,84,574,443,68,201,251,497,0,38,288,58,55,154,303,121
11,서울,11590,동작구,2021,1682,1394,213,185,1140,144,1682,0,1395,287,1046,636,86,235,406,955,0,583,626,62,42,130,158,81
11,서울,11545,금천구,2018,7270,6072,0,857,4305,2108,7270,0,3111,4159,3519,3751,468,1127,1636,4039,0,950,1225,1042,689,714,1223,1427
11,서울,11140,중구,2023,540,510,31,8,327,174,177,0,414,126,335,205,25,86,121,308,0,66,182,15,15,31,145,86
11,서울,11200,성동구,2023,942,922,92,322,335,193,942,0,528,414,495,447,73,192,249,428,0,420,106,27,31,62,194,102
11,서울,11710,송파구,2023,2562,2480,2,210,1896,454,2193,0,1239,1323,1485,1077,163,387,438,1567,0,252,751,435,229,207,461,227
11,서울,11200,성동구,2021,157,148,0,4,118,35,157,0,138,19,97,60,14,33,45,65,0,10,36,6,6,23,62,14
11,서울,11140,중구,2020,283,273,0,4,241,38,133,0,160,123,208,75,15,54,81,133,0,57,124,11,2,20,46,23
11,서울,11410,서대문구,2021,1377,1121,1,187,1014,175,71,0,1324,53,969,408,71,177,380,749,0,373,493,79,48,63,242,79
11,서울,11710,송파구,2018,16170,13537,0,3470,9819,2881,14665,1505,2648,13522,8652,7518,877,2158,3469,9666,0,3832,3219,1757,1718,1715,2086,1843
11,서울,11305,강북구,2020,83,72,0,5,70,8,1,0,83,0,47,36,7,18,23,35,0,23,29,4,3,5,15,4
26,부산,26470,연제구,2020,176,162,18,29,123,6,145,0,72,104,142,34,13,33,33,97,0,71,42,38,11,7,2,5
26,부산,26320,북구,2018,3451,3155,0,1149,1843,459,3451,0,1367,2084,1436,2015,119,327,616,2389,0,1227,286,279,439,547,439,234
26,부산,26320,북구,2019,5546,4413,0,2835,2356,355,5546,0,1115,4431,3254,2292,385,847,1213,3101,0,3147,953,255,337,327,307,220
26,부산,26530,사상구,2018,6126,5198,0,2593,2585,948,5591,535,1047,5079,3084,3042,319,729,1275,3803,0,2628,414,299,550,875,869,491
26,부산,26380,사하구,2015,5260,1493,0,2187,2572,501,3738,0,2085,3175,2850,2410,161,535,1068,3496,0,2280,763,238,337,748,689,205
26,부산,26290,남구,2023,787,749,2,20,651,114,787,0,417,370,507,280,44,100,165,478,0,179,299,44,34,59,132,40
26,부산,26410,금정구,2014,26,1,0,0,7,19,0,0,26,0,21,5,0,3,7,16,0,0,1,2,2,2,9,10
26,부산,26410,금정구,2023,455,383,0,14,304,137,176,279,325,130,296,159,12,54,114,275,0,22,80,51,22,50,155,75
26,부산,26470,연제구,2023,453,418,0,19,299,135,47,0,407,46,219,234,23,66,128,236,0,31,113,31,37,62,108,71
26,부산,26170,동구,2023,287,256,0,11,228,48,48,0,239,48,123,164,19,61,64,143,0,23,104,31,32,26,53,18
26,부산,26380,사하구,2023,230,223,7,10,122,91,230,0,200,30,84,146,15,36,59,120,0,18,54,10,16,19,59,54
26,부산,26170,동구,2021,1378,1136,82,120,877,299,142,0,1247,131,721,657,118,301,328,631,0,338,320,137,117,115,148,203
26,부산,26410,금정구,2020,1236,1080,0,136,793,307,345,891,1099,137,964,272,110,215,272,639,0,274,342,100,54,95,174,197
26,부산,26170,동구,2022,1481,1219,108,54,1147,172,474,0,1040,441,729,752,127,299,306,749,0,213,256,142,226,295,247,102
26,부산,26530,사상구,2022,3443,3122,65,1853,1446,79,3433,10,1664,1779,2489,954,212,516,726,1989,0,2088,602,198,243,171,102,39
26,부산,26290,남구,2021,2368,2109,103,801,1312,152,2363,5,971,1397,1405,963,178,318,521,1351,0,1174,509,141,150,141,196,57
26,부산,26530,사상구,2021,2162,1790,6,761,1350,45,2158,4,1483,679,1448,714,142,334,545,1141,0,962,531,190,221,170,65,23
26,부산,26380,사하구,2022,2858,2122,53,1197,1077,531,2858,0,926,1932,1503,1355,213,465,602,1578,0,1395,269,167,221,183,324,299
26,부산,26380,사하구,2021,2337,1678,3,1030,1012,292,2337,0,553,1784,1323,1014,196,380,495,1266,0,1205,280,151,200,170,180,151
26,부산,26380,사하구,2020,1784,1496,0,820,622,342,1784,0,830,954,899,885,156,282,405,941,0,995,235,58,42,48,196,210
26,부산,26410,금정구,2022,3080,2731,1484,280,1147,169,2057,1023,1146,1934,1549,1531,109,279,502,2190,0,1848,484,176,172,160,133,107
26,부산,26470,연제구,2022,2898,2609,1494,64,1148,192,1534,0,1424,1474,1524,1374,135,405,595,1763,0,1610,367,197,192,251,185,96
26,부산,26320,북구,2015,5289,634,0,1264,3466,559,3316,0,2587,2702,2386,2903,255,611,1067,3356,0,1588,986,462,786,668,491,308
26,부산,26530,사상구,2020,1074,952,1,75,729,269,307,767,1056,18,759,315,46,145,278,605,0,200,361,86,52,67,145,163
26,부산,26290,남구,2022,5203,4312,774,1823,2273,333,5203,0,1441,3762,3002,2201,366,679,1070,3088,0,3326,844,192,189,172,346,134
26,부산,26470,연제구,2021,1523,1390,704,68,705,46,872,0,733,790,854,669,69,149,189,1116,0,809,265,146,136,92,55,20
26,부산,26410,금정구,2021,2697,2266,982,401,1212,102,1691,1006,1308,1389,1466,1231,91,248,420,1938,0,1519,535,149,175,169,91,59
26,부산,26380,사하구,2019,5925,4250,0,3940,1651,334,5925,0,1140,4785,2892,3033,390,975,1441,3119,0,4216,887,118,94,141,287,182
26,부산,26290,남구,2019,7291,6236,0,2747,3584,960,7263,28,2037,5254,3346,3945,439,907,1328,4617,0,3462,1269,309,381,562,736,572
26,부산,26410,금정구,2019,3824,3164,0,442,1176,2206,3149,675,820,3004,1429,2395,132,343,819,2530,0,485,328,128,155,316,684,1728
26,부산,26170,동구,2020,251,221,2,15,208,26,5,0,251,0,157,94,13,41,67,130,0,46,72,34,24,37,23,15
26,부산,26530,사상구,2023,923,747,0,402,364,157,923,0,535,388,426,497,90,122,184,527,0,426,130,33,60,77,106,91
26,부산,26290,남구,2018,6974,5809,0,3465,2686,823,6888,86,813,6161,3599,3375,471,906,1417,4180,0,3832,736,397,481,441,534,553
26,부산,26320,북구,2014,3662,53,0,616,2596,450,764,0,2661,1001,1158,2504,236,546,869,2011,0,825,563,400,656,565,415,238
26,부산,26290,남구,2020,938,742,2,101,789,46,924,14,727,211,596,342,50,142,197,549,0,251,275,117,127,89,64,15
26,부산,26290,남구,2016,5118,3146,0,1835,2150,1133,4293,825,1452,3666,2528,2590,153,477,905,3583,0,2025,548,370,450,394,712,619
26,부산,26290,남구,2015,4971,280,0,492,3121,1358,3281,466,2785,2186,1787,3184,164,465,1004,3338,0,651,766,470,745,635,953,751
26,부산,26530,사상구,2017,4166,3061,0,115,3269,782,3207,959,1824,2342,1705,2461,98,341,951,2776,0,152,363,580,969,936,764,402
26,부산,26290,남구,2014,4501,64,0,815,2864,822,1258,0,2490,2011,1904,2597,177,423,759,3142,0,931,661,591,737,539,587,455
26,부산,26380,사하구,2017,5251,4077,0,3655,1459,137,5251,0,773,4478,3069,2182,83,422,1301,3445,0,3822,482,213,257,271,147,59
26,부산,26290,남구,2017,6846,5071,0,2979,2473,1394,6207,639,919,5927,2932,3914,341,757,1333,4415,0,3189,519,378,493,538,786,943
26,부산,26410,금정구,2013,3474,5,0,0,2321,1153,2257,0,3474,0,1663,1811,145,327,856,2146,0,269,1162,118,259,400,417,849
26,부산,26380,사하구,2018,5962,4094,0,4261,1511,190,5962,0,565,5397,2865,3097,344,905,1380,3333,0,4448,765,190,151,153,148,107
26,부산,26290,남구,2011,9,2,0,0,9,0,7,0,9,0,2,7,0,0,4,5,0,0,1,1,6,1,0,0
26,부산,26290,남구,2013,3673,58,0,0,2337,1336,1875,0,3673,0,1111,2562,256,522,783,2112,0,34,345,414,584,615,940,741
26,부산,26380,사하구,2016,5632,4097,0,2809,2370,453,5632,0,1091,4541,3483,2149,127,374,1044,4087,0,2939,856,290,300,534,528,185
26,부산,26320,북구,2016,6108,4843,0,3466,2062,580,6108,0,1476,4632,2516,3592,233,680,1241,3954,0,3619,533,268,386,460,529,313
26,부산,26320,북구,2017,5271,3864,0,3275,1676,320,5271,0,1001,4270,2508,2763,296,631,1158,3186,0,3426,481,225,369,290,305,175
26,부산,26530,사상구,2019,6507,5520,0,3144,2701,662,5617,890,1171,5336,2947,3560,215,595,1599,4098,0,3232,933,231,425,672,683,331
26,부산,26290,남구,2012,2984,24,0,0,2984,0,2389,0,2984,0,1128,1856,74,251,699,1960,4,192,479,659,698,713,239,0
27,대구,27290,달서구,2023,287,242,0,22,242,23,11,276,287,0,152,135,19,72,67,129,0,37,94,36,29,49,31,11
27,대구,27290,달서구,2020,1727,1414,0,124,1119,484,253,1474,1579,148,1220,507,208,395,414,710,0,313,440,180,162,68,234,330
27,대구,27290,달서구,2013,4127,46,0,0,2853,1274,2656,0,4127,0,1635,2492,199,512,986,2430,0,62,677,358,499,760,1006,765
27,대구,27290,달서구,2016,5448,3210,0,941,3330,1177,3267,2181,3383,2065,2536,2912,154,664,1129,3501,0,1139,1052,395,556,699,867,740
27,대구,27290,달서구,2019,5904,5080,0,631,3872,1401,3534,2370,2512,3392,2194,3710,249,788,1372,3495,0,866,1297,495,636,754,900,956
27,대구,27290,달서구,2015,5198,480,0,548,3298,1352,3160,1014,3868,1330,2165,3033,172,519,1064,3443,0,641,1090,376,550,724,921,896
27,대구,27290,달서구,2017,5355,3478,0,621,3267,1467,3520,1835,2883,2472,2251,3104,166,644,1215,3330,0,764,723,417,724,831,881,1015
27,대구,27290,달서구,2018,5777,5050,0,801,3358,1618,3822,1955,2426,3351,2316,3461,172,686,1326,3593,0,853,921,456,702,845,856,1144
27,대구,27290,달서구,2014,4174,68,0,944,2263,967,2112,0,3152,1022,1699,2475,125,463,844,2742,0,1089,607,259,337,542,722,618
27,대구,27290,달서구,2021,1404,1087,0,10,1198,196,290,1114,1151,253,898,506,154,303,365,582,0,93,400,231,237,130,193,120
27,대구,27260,수성구,2020,2858,2653,0,208,2533,117,2348,0,754,2104,2229,629,164,393,611,1690,0,543,847,537,467,316,82,66
27,대구,27260,수성구,2022,7345,5883,313,855,6011,166,4002,0,3440,3905,5028,2317,668,1331,1512,3834,0,1712,1676,1353,1143,1040,333,88
27,대구,27290,달서구,2022,1790,1428,0,142,1443,205,574,1216,1312,478,995,795,176,312,479,823,0,239,414,275,321,232,184,125
27,대구,27260,수성구,2021,5151,4058,5,482,4565,99,3062,0,2607,2544,3671,1480,486,1022,1141,2502,0,981,1505,907,762,708,243,45
27,대구,27260,수성구,2023,1240,1078,4,54,1137,45,522,0,750,490,774,466,107,189,251,693,0,94,435,216,169,232,72,22
28,인천,28170,미추홀구,2020,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
28,인천,28185,연수구,2018,7811,5784,0,5401,1920,490,7766,45,1186,6625,2769,5042,300,734,1519,5258,0,5528,844,315,255,217,317,335
28,인천,28185,연수구,2019,9755,9145,0,6606,2627,522,9755,0,1126,8629,4981,4774,402,1205,2032,6116,0,6717,1250,468,304,328,362,326
28,인천,28140,동구,2021,2936,2722,749,328,1801,58,1953,0,1106,1830,2071,865,198,457,570,1711,0,1229,685,464,264,194,69,31
28,인천,28140,동구,2022,3741,3589,1392,513,1698,138,3108,0,709,3032,2444,1297,208,456,581,2496,0,1995,515,554,297,186,96,98
28,인천,28170,미추홀구,2021,1415,1283,12,183,1157,63,847,0,666,749,934,481,80,222,303,810,0,296,303,300,325,93,66,32
28,인천,28185,연수구,2022,4009,3576,1677,1095,1093,144,3196,0,913,3096,2519,1490,194,501,753,2561,0,2837,403,255,175,109,151,79
28,인천,28140,동구,2020,704,644,10,235,457,2,407,0,309,395,369,335,41,81,139,443,0,316,239,73,25,40,9,2
28,인천,28185,연수구,2020,828,784,0,105,587,136,766,0,541,287,466,362,31,111,208,478,0,200,316,69,37,48,81,77
28,인천,28170,미추홀구,2023,566,526,98,37,383,48,526,0,317,249,336,230,26,87,128,325,0,148,155,63,58,56,64,22
28,인천,28140,동구,2023,248,238,0,10,179,59,79,0,188,60,129,119,13,39,71,125,0,22,84,33,19,10,46,34
28,인천,28185,연수구,2017,7782,5852,0,4956,1728,1098,7418,364,1298,6484,2424,5358,323,968,1767,4724,0,5054,673,248,298,255,477,777
28,인천,28185,연수구,2016,6038,4579,0,2706,2442,890,5316,722,1996,4042,2522,3516,404,869,1260,3505,0,2850,1148,422,292,263,468,595
28,인천,28185,연수구,2023,579,555,21,67,421,70,274,0,317,262,337,242,36,73,164,306,0,102,219,61,37,49,73,38
28,인천,28170,미추홀구,2022,3396,3159,723,737,1803,133,3091,0,737,2659,2468,928,204,485,685,2022,0,1558,827,395,341,94,96,85
28,인천,28185,연수구,2021,761,713,280,34,318,129,469,0,351,410,423,338,27,83,157,494,0,371,203,21,9,13,58,86
28,인천,28185,연수구,2015,4266,408,0,468,2079,1719,3461,385,1904,2362,1925,2341,156,518,988,2604,0,656,773,265,294,323,863,1092
29,광주,29200,광산구,2011,2,1,0,0,2,0,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0
29,광주,29200,광산구,2014,4611,37,0,121,3165,1325,3,0,3204,1407,1524,3087,92,352,884,3283,0,230,979,546,579,653,686,938
29,광주,29110,동구,2019,6652,4643,0,3950,2037,665,6652,0,2290,4362,4288,2364,92,215,615,5730,0,4086,1024,262,179,253,431,417
29,광주,29110,동구,2017,7908,5996,0,3916,3280,712,7908,0,3024,4884,4186,3722,230,698,1843,5137,0,4175,1474,441,406,477,573,362
29,광주,29110,동구,2018,7537,6214,0,3534,3174,829,7537,0,3203,4334,3896,3641,106,626,1865,4940,0,3811,1569,384,269,374,664,466
29,광주,29200,광산구,2020,945,805,0,119,624,202,945,0,861,84,638,307,64,161,258,462,0,236,339,62,34,31,108,135
29,광주,29140,서구,2021,8484,6729,509,3976,3519,480,8353,0,2588,5896,5631,2853,348,882,1431,5823,0,4734,1132,582,641,566,558,271
29,광주,29200,광산구,2016,5690,4703,0,2825,2497,368,5690,0,1481,4209,2114,3576,90,451,954,4195,0,2861,438,398,630,660,524,179
29,광주,29200,광산구,2015,4425,108,0,189,3374,862,2273,0,2370,2055,1710,2715,124,390,839,3072,0,266,948,640,698,673,647,553
29,광주,29200,광산구,2021,1026,830,12,177,665,172,1026,0,656,370,597,429,49,133,228,616,0,265,306,94,78,75,63,145
29,광주,29200,광산구,2012,3020,8,0,0,3020,0,1584,0,3020,0,846,2174,114,276,720,1910,10,197,581,515,699,706,311,1
29,광주,29170,북구,2020,1458,1305,56,782,506,114,1458,0,490,968,839,619,56,162,336,904,0,1002,219,44,23,27,78,65
29,광주,29170,북구,2023,867,817,2,411,442,12,867,0,236,631,261,606,14,59,217,577,0,437,129,77,72,111,37,4
29,광주,29200,광산구,2013,4315,25,0,0,3090,1225,14,0,4315,0,1723,2592,95,379,1000,2841,0,119,1050,639,535,509,592,871
29,광주,29140,서구,2020,519,433,0,85,424,10,235,0,331,188,370,149,17,71,122,309,0,196,253,23,9,12,22,4
29,광주,29170,북구,2019,3503,3356,0,1615,1141,747,3503,0,817,2686,1909,1594,113,370,658,2362,0,1707,517,150,106,168,316,539
29,광주,29200,광산구,2023,148,131,0,33,110,5,148,0,124,24,85,63,11,20,28,89,0,42,31,28,12,19,16,0
29,광주,29110,동구,2016,4266,2989,0,502,3224,540,4266,0,2830,1436,2627,1639,61,166,338,3701,0,676,958,290,515,855,721,251
29,광주,29200,광산구,2018,6125,5625,0,4208,1538,379,6125,0,643,5482,2934,3191,158,398,990,4579,0,4257,410,361,336,293,204,264
29,광주,29140,서구,2023,1350,1266,171,30,886,263,1316,0,648,702,715,635,55,179,307,809,0,227,307,188,108,163,172,185
29,광주,29200,광산구,2017,5551,4672,0,3251,1915,385,5551,0,691,4860,1885,3666,176,500,971,3904,0,3378,425,365,473,404,257,249
29,광주,29200,광산구,2022,1732,1580,18,1052,645,17,1732,0,671,1061,996,736,45,150,188,1349,0,1172,272,93,89,66,33,7
29,광주,29110,동구,2021,3467,3336,59,2494,738,176,3467,0,435,3032,2072,1395,43,107,493,2824,0,2733,395,41,38,43,117,100
29,광주,29200,광산구,2019,6027,5521,0,3383,1860,784,6027,0,987,5040,2428,3599,209,484,909,4425,0,3505,780,299,264,262,345,572
29,광주,29140,서구,2022,10425,8078,800,4273,4550,802,10404,0,2678,7747,6474,3951,475,1347,2012,6591,0,5262,1559,956,768,677,730,473
29,광주,29170,북구,2022,2852,2731,182,2117,430,123,2852,0,554,2298,2263,589,104,258,549,1941,0,2349,126,58,36,85,132,66
29,광주,29110,동구,2022,2286,1803,5,315,1521,445,2286,0,1118,1168,1395,891,101,332,558,1295,0,609,810,164,73,92,234,304
29,광주,29110,동구,2023,586,555,12,95,375,104,586,0,403,183,342,244,23,113,133,317,0,166,165,45,29,43,67,71
29,광주,29170,북구,2021,1204,1124,0,582,508,114,1204,0,416,788,613,591,69,144,250,741,0,668,185,59,53,86,69,84
29,광주,29110,동구,2020,540,511,0,153,290,97,540,0,194,346,396,144,60,91,137,252,0,262,131,15,5,13,52,62
30,대전,30170,서구,2017,6463,5057,0,2135,3002,1326,6463,0,2041,4422,3044,3419,304,715,1268,4176,0,2328,869,389,647,701,579,950
30,대전,30170,서구,2014,4289,77,0,413,2598,1278,3,0,2787,1502,1474,2815,95,363,928,2903,0,613,597,469,614,549,551,896
30,대전,30170,서구,2015,5139,233,0,1134,3023,982,3264,0,2720,2419,2158,2981,111,440,1108,3480,0,1392,770,495,728,562,510,682
30,대전,30170,서구,2013,3984,53,0,0,2477,1507,636,0,3984,0,1317,2667,126,393,840,2625,0,91,341,370,551,749,908,974
30,대전,30170,서구,2019,6280,5526,0,2018,2934,1328,6280,0,1851,4429,2822,3458,419,761,1210,3890,0,2798,883,354,365,441,359,1080
30,대전,30170,서구,2021,3850,3448,6,1990,1756,98,3850,0,1059,2791,2204,1646,193,485,680,2492,0,2770,703,126,46,74,61,70
